sigma,trial_index,path_panel_seed,n_paths,strike,vanilla_estimate,vanilla_se,cv_estimate,cv_se,beta,payoff_correlation,geometric_exact
0.3,3,20260743,500000,100.0,7.974670272428986,0.017052951856193658,7.971184970909578,0.0006989875512053128,1.0542079288441175,0.9991595879201531,7.521044831211036
0.3,3,20260743,500000,105.0,5.784597458697931,0.014866855008595381,5.783584831393527,0.0006736308969486525,1.0647978093895887,0.9989729327729165,5.382745035293228
0.3,3,20260743,500000,110.0,4.094987845621706,0.012695566669005155,4.093912618030045,0.0006518293776347169,1.0778404971358633,0.9986810747613437,3.7441307468427723
0.3,4,20260744,500000,90.0,13.974096176241979,0.020943159897378025,13.976586675880403,0.0007693624051634423,1.0385637660816052,0.9993250150265691,13.426427548190048
0.3,4,20260744,500000,95.0,10.699914531672214,0.01913963774793615,10.701583603334058,0.0007301848589299525,1.0456723542591266,0.9992720084582501,10.20185438722585
0.3,4,20260744,500000,100.0,7.970830248048579,0.017073638240947927,7.971014798625362,0.0006973050319492565,1.054320603415344,0.9991656569257467,7.521044831211036
0.3,4,20260744,500000,105.0,5.78393960034151,0.014888479782531458,5.782856673436321,0.0006703460711807396,1.0649670418865598,0.9989858838513732,5.382745035293228
0.3,4,20260744,500000,110.0,4.095171554170222,0.012719771689053881,4.094352321533646,0.0006500245757993687,1.0779602366500147,0.998693363606273,3.7441307468427723
0.3,5,20260745,500000,90.0,13.996798712306187,0.020951785403141847,13.975604870470477,0.0007652356761557806,1.0383225881219191,0.9993327889113865,13.426427548190048
0.3,5,20260745,500000,95.0,10.720934626920348,0.01914783649039296,10.700512425058552,0.0007261227134534631,1.045393475506571,0.9992807053193572,10.20185438722585
0.3,5,20260745,500000,100.0,7.988795175537615,0.017081463117107423,7.970352180893203,0.000694425918753387,1.0539453446529021,0.9991732936614022,7.521044831211036
0.3,5,20260745,500000,105.0,5.79945728084802,0.014893888281803363,5.782473721926348,0.0006686791238110614,1.064470857017365,0.998991656822628,5.382745035293228
0.3,5,20260745,500000,110.0,4.10610720008037,0.01272355816720486,4.09331626604202,0.0006473714602803568,1.0773628104676003,0.9987047867247664,3.7441307468427723
0.3,6,20260746,500000,90.0,13.997310259485673,0.020936322871768272,13.975824146883266,0.0007697356942393687,1.0385570628767835,0.9993239181510924,13.426427548190048
0.3,6,20260746,500000,95.0,10.71701755735841,0.019136806029386767,10.701415237521987,0.0007312880896440121,1.0456355762661627,0.9992695899663542,10.20185438722585
0.3,6,20260746,500000,100.0,7.98065889351101,0.01707531480438225,7.970985208059985,0.0006986678108583242,1.0542735173694622,0.9991625557163819,7.521044831211036
0.3,6,20260746,500000,105.0,5.790226445524298,0.01489095011423207,5.783124605384145,0.0006727484071627992,1.0648872498016604,0.9989789375131849,5.382745035293228
0.3,6,20260746,500000,110.0,4.099795063866791,0.012721690201947716,4.094352727923586,0.000652340217137712,1.0778708095894032,0.9986844285263395,3.7441307468427723
0.3,7,20260747,500000,90.0,13.954562992691526,0.02089684916091687,13.977018437002531,0.0007696720094125094,1.0384890094211698,0.9993214729908748,13.426427548190048
0.3,7,20260747,500000,95.0,10.679711374045176,0.01909287080616373,10.701955015483623,0.0007303253805109487,1.0456150565575595,0.9992681547285178,10.20185438722585
0.3,7,20260747,500000,100.0,7.949931385182763,0.017026801156453816,7.97158384173647,0.00069756265306126,1.0542620516713175,0.9991604382112399,7.521044831211036
0.3,7,20260747,500000,105.0,5.762915814419955,0.014842105521920857,5.783869195421382,0.0006713347097151488,1.0648824724730934,0.9989765197157859,5.382745035293228
0.3,7,20260747,500000,110.0,4.07496478367616,0.01267522527669997,4.0946935079604785,0.0006501463443148501,1.0779052165420628,0.9986836638344009,3.7441307468427723
0.4,0,20260748,500000,90.0,15.630471143466615,0.027322063662222215,15.652757176705508,0.0013737301605748025,1.0583846145685427,0.9987352036396745,14.746181127409086
0.4,0,20260748,500000,95.0,12.678533048447486,0.025397315656775745,12.696406585505407,0.0013214281531801811,1.0662288386600085,0.9986455103066195,11.859262623004671
0.4,0,20260748,500000,100.0,10.153595141394412,0.023319614435914023,10.166962311154297,0.0012768329757764244,1.0752249613803195,0.9984998961712706,9.396461011721586
0.4,0,20260748,500000,105.0,8.03635647099708,0.02117603562926019,8.046228118474657,0.0012390898360317055,1.0856121553722686,0.9982866010564401,7.341044585589993
0.4,0,20260748,500000,110.0,6.2939502112177665,0.01904228394233773,6.30102008229834,0.0012073333712742317,1.0975639753626758,0.9979880209402825,5.660339571496881
0.4,1,20260749,500000,90.0,15.649524026095637,0.027332116935873015,15.652985092600218,0.0013760163869913136,1.0583776908968547,0.9987319215471947,14.746181127409086
0.4,1,20260749,500000,95.0,12.692763538100339,0.02541117207268961,12.697038561656996,0.0013241774136053628,1.0661951248255164,0.9986413484465048,11.859262623004671
0.4,1,20260749,500000,100.0,10.162047512457441,0.023338261439736885,10.167243159681105,0.001279151539943728,1.0751871725526445,0.9984968458241502,9.396461011721586
0.4,1,20260749,500000,105.0,8.04230470240804,0.02119707838321176,8.046433280516537,0.0012417426258374386,1.0855504040951078,0.9982826680647287,7.341044585589993
0.4,1,20260749,500000,110.0,6.299263968856839,0.019064455371819857,6.3012117369031015,0.0012103450916234118,1.0974541999146312,0.9979826655516293,5.660339571496881
0.4,2,20260750,500000,90.0,15.612346461545265,0.027245479881074137,15.651614525192905,0.0013610493580847335,1.0581354305417823,0.9987514669837488,14.746181127409086
0.4,2,20260750,500000,95.0,12.659088914809558,0.02531908561475899,12.695635370041474,0.0013088796216241532,1.0659630585191202,0.9986629001917945,11.859262623004671
0.4,2,20260750,500000,100.0,10.132515227047767,0.023239824912475372,10.166632926284414,0.0012649968409818371,1.074937140741037,0.9985174640591717,9.396461011721586
0.4,2,20260750,500000,105.0,8.013134682538308,0.021095499693697468,8.046378685102225,0.0012280787218700857,1.0852913022406647,0.9983040571662672,7.341044585589993
